,book_title,star,title,format,review,helpful,sentiment
609,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
610,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
611,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
612,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
613,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
614,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
615,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
617,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
618,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
619,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
620,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
621,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
622,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
623,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
625,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
626,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
627,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
628,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
629,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
630,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
631,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
633,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
634,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
635,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
636,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
637,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
638,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
639,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
641,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
642,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
643,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
644,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
645,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
646,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
647,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
649,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
650,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
651,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
652,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
653,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
654,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
655,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
