,book_title,star,title,format,review,helpful,sentiment
1004,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,"I love this book, and it is a valued addition to my herbal/medical library. As an aspiring Master Herbalist, already enrolled in Dr. Christopher's School of Natural Healing, I am on a quest to know just what the Lord has provided for us in this world we call our home. Having this book as a resource is one more aspect of the vast and amazing world of herbalism. Thank you, Rosalee, for doing the research and pouring your heart and experience into the Alchemy of Herbs. If folks really use this book, it will truly 'transform every day'...",,1
1005,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Thoroughly enjoyable and informative on many levels,Format: Paperback,Rosalee did a beautiful job on presentation and information! Each herb is illustrated beautifully. She has given the energetics for the herbs and suggested various uses for each . The recipes that I have tried were spot on. Love the Carrot Cake.,,1
1006,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,What a terrific book!,Format: Paperback,This book is absolutely gorgeous and the recipes are AMAZING! I have a lot of herbal books and this is definitely an important add for the total beginner and also for advanced studies. I run an herb school and this will be a required text next year for our 9 month program. It is so simply laid out like a recipe book but it also does such a great job at explaining core concepts of herbalism that empower. You will not be disappointed with this purchase!,,1
1007,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Awesome book!,Format: Paperback,This is a great tool in your healthcare arsenal. Practical and simple but extremely useful. Please if you want to incorporate more healthy things into your life buy this book it will prove to be a worthy investment.,,1
1008,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A favorite book to have!,Format: Paperback,"This is a wonderful book to have. You never can imagine how or when you will use it, but you will. It if a fun book to use and experiment with. It is a great book to try something new and learn some great ideas.",,1
1010,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"Beautiful, Practical Herbal",Format: Paperback,What a beautiful book and it is full of helpful information that is easy to understand. The recipes are practical and I'm enjoying making them. I recommend this book to beginning and experienced herbalists alike.,,1
1011,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Lots of Information,Format: Paperback,I purchased the paperback and also the kindle version. Great Book!! Great Author!!! Very informative.,One person found this helpful,1
1012,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,but this one is a great addition to my library,Format: Paperback,"I have lots of herb books, but this one is a great addition to my library. The material is fresh, not a rehash of other material. The graphics are beautiful and it inspires me to get get busy and start making the wonderful recipes in the book. I told a co-worker about it and she bought one too. She has not worked with herbs and is super excited.",,1
1013,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"Love it! A very easy to read, fun and uplifting book. It made me feel in control of my health!",Format: Paperback,"This book is awesome!!!.. I love the content, how it was made and it really is a beautiful edition, full of colored photos and lots of great information. I use it as my go-to book when I have questions about herbs and how to use them, what else can I do with them and to get to know the herbs in a deeper way.

Thank you for this beautiful work!.. Love it!!",,1
1014,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Thought out beautiful book,Format: Paperback,"Beautifully and thoughtfully put together book! I am a beginner herbalist, I follow Rosalee's blog and find her to be inspiring and thorough in her presentation. I look forward to delving into the whole book.",,1
1015,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,BEAUTIFUL BOOK!!,Format: Paperback,This is a beautiful book. Rosalee makes the recipes simple and easy to understand. I'm always concerned the recipes will use lots of ingredients that I'm not familiar with. This book has recipes that look to be simple with well known ingredients. I look forward to trying them.,,1
1016,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A must read for budding herbalists!,Format: Paperback,"I love this book, the beautiful color photographs, the recipes, Rosales`s
Love of herbs shines through. I have
Made and enjoyed several of the recipes.
This book will be read and referred to many times.",,1
1017,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book!,Format: Paperback,"This book is the best herbal book I have found. I hope she writes more as I will be buying them. If you are an expert herbalist this may be a little to simple for you, but for the rest of us it is awesome.",,1
1018,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,For the Average Family to get healthier!,Format: Paperback,Received this wonderful book last week and was able to glance at it over the weekend but I have started to really delve into it in more depth. It has so many great ways to introduce herbs into your meals that my husband doesn't even realize that he is eating healthier. I sale tropical fruit trees for a living and promote growing your own food and have already been talking about this fantastic book to my customers. I feel so confident in this book to recommend!,,1
1019,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A stellar book,Format: Paperback,"This book is clearly written and beautifully illustrated, making the daily use of herbs both easy and fun. The reader can learn to make many herbal preparations, and, more importantly, can understand the actions of the herbs, and when they would be effective and helpful, using carefully identified and explained guidelines. I enthusiastically recommend this book for anyone wishing to get acquainted with a broad group of herbs that have multiple uses and actions.",,1
1021,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Have learned so much.,Format: Paperback,Such great information. It makes understanding these herbs much easier to understand and so much easier to use. I have now read this book three times. I get more from it each time I read it. Shirley,,1
1022,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Kindle Edition,I love this book! It takes the basic herbs and spices we can grow in our garden or buy at the grocery store and explains their use in a simple way. It also includes recipes. Rosalee makes it so simple. Highly recommend this book for beginners and those with a bit more experience alike.,,1
1023,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Must have!,Format: Paperback,Beautiful book that explores herbs both as medicinals and as flavor enhancers. Lots of easy to follow recipes for health and wellness.,One person found this helpful,1
1024,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,this book is full of good info for making alternative meds for external wounds and ...,Format: Paperback,"this book is full of good info for making alternative meds for external wounds and some internal, hopefully one of these days I will get my hydroponics up and running and be able to use some of this stuff.",,1
1025,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,herbal guidebook,Format: Paperback,"rosalee de la foret's alchemy of herbs is a treasure trove of herbal information, recipes and more. it is a tool--a guidebook--for living an herbal life. this book is for anyone wanting to use more herbs in their life, novice or practiced herbalist. i am an herbalist for over 40 years and rosalee's book has given me new insights and inspiration. way to go rosalee!
susan belsinger",,1
1026,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,we like it very much,Format: Paperback,"We cannot leave this book down, we like it very much. We have many books of its kind and this one is not just another one, it has things that are new and the best thing is that is forewords by Rosemary Gladstar.",,1
1027,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Best written and practical book on learning herbs,Format: Paperback,"WOW, this is an amazing book. Well written in simple terms I can understand! Hats off to you Rosalee and thank you for this treasure. I have been reading it every day and have already made many of your recipes which we all love so far. This is truly a great practical reference book that I will use all the time.",,1
1028,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,If you want to lean about healing herbs and natures medicine along with good recipes . you must read it.,Format: Paperback,"What a wonderful book. Great recipes, easy on the eyes, really nice pictures and illustrations. Who could ask for more. Rosalee is a fantastic educator, explains things in terms and ways anyone could understand.",,1
1029,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A wonderful herbal!,Format: Paperback,"This book is really great so far! I've been taking my time going through it, because there is alot of info. There are a lot of recipes, and of course, great color pictures! Being able to see the herbs in color is something many hebal books overlook. I'm glad I purchased it for my herbal library.",,1
1030,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Superb gift,Format: Paperback,The minute I got my hands on this book the bells went off about what an amazing gift this would be (and became) for other members of my family who are as intent as I am on avoiding big pharma and finding more natural remedies.,,1
1054,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"Food as medicine, what we all need to know!",Format: Paperback,"This book not only introduces you to recipes that make you healthy, it educates you on why and what each herb can do for you. This enhances your experience while making the recipes and makes you feel like you're doing something good for your health and the health of others you're cooking for! Easy to read, beautiful pictures and inspiring!",One person found this helpful,1
1055,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Must have herbal book.,Format: Paperback,By far my most favorite easiest to read and understand book on many aspects of herbs. I'm studying to be an herbalist and this is a must have in your herbal library.ill be using this forward to come.,,1
1056,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely amazing! love this book so much,Format: Paperback,"Absolutely amazing! love this book so much, and i really love the helpful emails from the seller about all the things you can do with the healing power of plants. Highly recommend this book!",,1
1057,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A must have book!,Format: Paperback,"Great book with lots of information on herbs, several of which I am growing. The recipes are very helpful, informative and will help me use my plants in a totally useful way.",,1
1058,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Buy it! You won't regret!,Format: Paperback,This is the most amazing herb book I have in my collection! Everything is clearly broken down for the beginning and expert alike. Buy it it's a staple and you won't regret!,,1
1059,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Great Information!,Format: Paperback,"I have not had the chance to read all of it, but this book is full of so many tips and ideas and information. Certainly a great addition to my new healthy style of living.",,1
1060,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Super informative! I think I'm already wearing it out,Format: Paperback,"Super informative! I think I'm already wearing it out. Well written and I definitely appreciate the cited studies. Still trying to soak in all of the information and stock my pantry, but I feel like I now have a direction.",,1
1061,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,LOVE this book!,Format: Paperback,"what an incredible book ~ so much information and healing recipes. For me, being a nurse practitioner, I love the medicinal aspect of this book and it's become my go to book !",,1
1062,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Alchemy of herbs,Format: Paperback,This book is filled with recipes for the use of herbs for meals. It also tells how to use them to detox and information when not to use them such as if you are pregnant.,,1
1063,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I knew it would be Great ...and it is.,Format: Paperback,"Love this book !! Great pictures and easy to navigate. I've followed Rasalee for years online and she knows her stuff. I looked up allergies as soon as I got it the book to be ready for the onslaught of pollen. Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal I found out all that I was looking for and will be ordering my herbs now. It's a handy book to keep in or near the kitchen for the Wonderful recipes, too.",,1
1065,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I really appreciate how useful and simple this book is,Format: Paperback,I really appreciate how useful and simple this book is. It's organized really logically too. My only suggestion if it's ever amended would be that it would offer a cooling AND moistening herb as well as the selection of others.,,1
1066,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A beautifully written and illustrated book for a beginner herbalist like myself.,Format: Paperback,A beautifully written and illustrated book for a beginner herbalist like myself. A great resource for understanding how to incorporate herbs into your diet and health.,,1
1067,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,"Love this book, lots to learn, great plant photos and discriptions.",One person found this helpful,1
1068,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A welcome addition. Practical and lovely.,Format: Paperback,"I am so happy to add this book to my herbal and healing foods guides. It's full of useful information and recipes, not to mention how beautiful it is. It's very practical and I'm sure it will be a regular source of reference in my kitchen.",,1
1069,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Love this! Cant say enough praises!,Format: Paperback,This book is amazing! Beautiful pictures and writing that is easy to understand and follow! It has so many amazing recipes that are great for beginners and experts alike and her explanations are spot on! A great addition to my herbal library and my cook books!,,1
1070,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,You need this! Must have.,Format: Paperback,Cannot recommend this book enough!! Must have. Beautiful photos only compliment the amazing and practical recipes inside. From day to day uses to culinary uses. Really beautiful book. Great size text. I highly recommend!,,1
1071,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A Wonderful Guide!,Format: Paperback,"An excellent book on how to use the benefits of herbal remedies in everyday cooking. So much information overflows from each page. This book is filled with gorgeous photos as well, which makes the reading all the more pleasurable. I would certainly suggest this book to beginner and we'll versed herbalists alike.",,1
1072,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,This book is great for beginners to experienced alike,Format: Paperback,This book is great for beginners to experienced alike. I love the pictures of each herbs and project. Can't wait to view the video classes to accompany this book.,,1
1073,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A well thought out and beautifully presented guide,Format: Paperback,"This book has quickly become the favourite herb book with my family. Not only is it beautifully presented, but it is well thought out and guides you through from beginning to end of every recipe and use of the herbs. We also have the videos that John and Rosalee created as a companion series for the book and both together are absolutely wonderful.",,1
1074,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely LOVE!,Format: Paperback,"Absolutely LOVE this book! It lists energetics which I find very useful, great recipes, well organized and gorgeous to look at. It will be referenced often.",,1
1100,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Amazing book ...a must have for any one interested in their health the herbal way!!,Format: Paperback,"Got to have this book! I'm half way through it now readin every page , dog earring all the things I want to try and return to after I finish it and thinking of who I can gift this book to as well .",,1
1101,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A must buy for anyone into herbs!,Format: Paperback,Awesome book! Well written. Recipes are easy to follow and beautifully photographed. I turn to this book often. Worth every penny.,,1
1102,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"Fabulous, fun and full of good stuff!!",Format: Paperback,"Roselee is an amazing teacher and author. I love the beautiful pictures, clear writing and delicious recipes. The cold brew coffee is already in my fridge steeping and the Chamomile ice pops (we called them popsicles when I was a kid!) are on the menu for a fun party with my nieces this summer. Food is medicine and medicine is food in Rosalee's world and mine. You will love and use this great addition to your herbal life!",,1
1103,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Beautifully done,Format: Paperback,"Full of great information, well-researched and beautifully presented. It will be a staple on my shelf for years to come.",,1
1104,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A fantastic book,Format: Paperback,"This is a great book. I have been dabbling in learning about herbs for a while, and find this the clearest, easiest to make sense of, full of 'ah ha', 'oh wow' and 'I GET THAT' moments, of anything I have read. Have made several remedies and recipes from the book and intend to keep going. Thank you Rosalee ! It is a wonderful wonderful book.",,1
1105,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,This book is full of great information about herbs and easy recipes,Format: Paperback,"This book is full of great information about herbs and easy recipes. Rosalee does a great job explaining science, folk, and most of all, how to find the herbs that help each different person. Photography work is fantastic.",,1
1106,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely lovely!,Format: Paperback,"Just got the book yesterday and I'm already in love! Even though I haven't finished reading, I think this will become an often used and cherished book.",,1
1107,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,thank you for writing such an easy herbal to learn from,Format: Paperback,"Thank you, thank you, thank you for writing such an easy herbal to learn from. Whether you are a beginner like me, or have advanced knowledge in herbalism, this book is a must have!",,1
1108,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Awesome book,Format: Paperback,Fabulous book. Everything you need to know regarding herbs. What a great guide for the beginner or even someone with more,,1
1109,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A wonderful guide to the joy of herbalism,Format: Kindle Edition,"This is a beautiful book, packed with great information and delicious recipes to help you integrate the featured herbs into everyday life.",,1
1162,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,This is a beautiful book with gorgeous photos and great recipes,Format: Paperback,This is a beautiful book with gorgeous photos and great recipes. I am a real newbie in the world of herbs but I love this book!,,1
1163,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book! Easy to read and understand,Format: Paperback,Great book! Easy to read and understand. I have already made a few of the recipes. They are easy to follow and taste delicious!,,1
1164,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is truly a great book and makes a wonderful addition to my library.,,1
1165,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,I'm a kitchen herbal medicine making gal and this book is perfection!,,1
1166,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Its okay,Format: Paperback,"I think it has great information, but I would like to have something that can replace alcohol.",,1
1167,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"Alchemy of Herbs is a beautiful, easy to read and comprehend",Format: Paperback,"Alchemy of Herbs is a beautiful, easy to read and comprehend, approach to the healing herbs. Beautiful color pictures of the herbs. As well as some great recipes with the listed herbs. The history, uses and energetics of each herb. A very user friendly book for beginners or experienced herbalists.",,1
1168,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Beautiful book,Format: Paperback,"Exquisite book! A bit of everything for anyone wanting to use more herbs or already an advocate of natural healing.
Simple and easy to make remedies from things already in your kitchen.",One person found this helpful,1
1169,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great recipes and reference!,Format: Paperback,"Simple enough for a beginner, still a great collection of recipes for an advanced herbalist. I love the way it's organized by herb so it's easy to find what you need. Beautiful pictures. Tons of advice in plain language.",,1
1170,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book for learning about herbs and their uses,Format: Paperback,"Well written, informative. I'm having a great time with the recipes.",,1
1171,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I've always loved all of Rosalee's articles,Format: Paperback,"I've always loved all of Rosalee's articles, video lessons, courses, and now this book. I'm SUPER excited to do the recipes in the book, and being a student from one of her courses, Rosalee puts in an immense amount of effort into these recipes and they are really top notch!!

Thank you Roslaee and John from Learningherbs.com!",,1
1198,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Approachable,Format: Paperback,"This book is an easy read, making herbs and herbal remedies approachable. I have been intrigued by herbs and their medicinal uses for years and have dabbled in exploring the subject and putting it to use for myself and kids. It will become a dog eared ""cookbook"" on my kitchen counter.",,1
1199,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,My new favorite book,Format: Paperback,"I absolutely love this book. It exceeded my expectations for sure. The information is easily digestible, inspiring and helpful. The pictures beautiful and the recipes varied. I have been using plants for healing for 15 years and actively learning and practicing for 3 years. This is my new favorite book I own!",,1
1200,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love Alchemy of Herbs,Format: Paperback,"I love Alchemy of Herbs! I found the information really useful... not just the information about the specific herbs but also the recipes and basic outline of energetics. As a beginner in the world of herbs, I love having this book handy to try new things and also to look up information.",,1
1201,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,What a beautiful book! The pictures are gorgeous and there is ...,Format: Kindle Edition,What a beautiful book! The pictures are gorgeous and there is a wealth of information. I'm new to herbalism and Rosalee makes things easy to understand. I'm looking forward to making my way through the whole book.,,1
1202,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great Herbal Refrence Book!,Format: Paperback,"I am excited to add this herbal reference book to my gardening herbal library , its contents contains healthy references for using everyday herbs from my garden.",,1
1203,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Good.,Format: Paperback,Cool recipes and lots of great information.,,1
1204,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Brilliant.,One person found this helpful,1
1205,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,I love this book - great job!,,1
1206,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A Must Have.,Format: Paperback,I brought this home from my local library and about 10 minutes after cracking it open went to purchase. This is a must have for any herbal enthusiast! Rosalee is a dream of an herbalist.,,1
1207,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,BUY The BOOK,Format: Paperback,Great book. Practical advice on how to bring herbs into your everyday life. You can have the medicinal benefits through cooking these wonderful recipes. Includes culinary and medicinal recipes. Beautiful photos and the chapters highlight a specific herb. Love Love Love,,1
1253,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Amazing book,,1
1254,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Alchemy of Herbs,Format: Paperback,"What a wonderful book! Pictures are beautiful, information is concise, explicit, simple to understand. Loving all aspects of this!",,1
1255,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book,Format: Paperback,I love this book because it has so much information to help in my health.,,1
1256,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Foods and remedies that really do heal,Format: Paperback,"This was probably the best book I have read when it comes to creating medicinal foods. While drinking teas, infusions or decoctions is fine, Rosalee shares exciting recipes to eat, drink and truely savor a variety of herbs. A real treasure written with passion and inspiration.",,1
1257,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Four Stars,Format: Paperback,TY :),,1
1258,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"This book is incredible. The information is easy to understand, in depth, and has beautiful illustrations!!",Format: Paperback,Wow!,,1
1259,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Perfect,Format: Paperback,Rosalee has consistently provided accurate information and education. This book has made it to me in excellent condition and as perfectly written as I had hoped!,,1
1260,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Amazing!,Format: Paperback,This is an absolutely beautiful book! The recipes are wonderful and easy to follow. The information and descriptions are very detailed. This will be my new favorite book!,,1
1261,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This needs to be in your healing food kitchen medicine library!,,1
1262,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Awesome book that will transform your life if you let it.,,1
1264,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Amazing book,,1
1265,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Alchemy of Herbs,Format: Paperback,"What a wonderful book! Pictures are beautiful, information is concise, explicit, simple to understand. Loving all aspects of this!",,1
1266,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book,Format: Paperback,I love this book because it has so much information to help in my health.,,1
1267,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Foods and remedies that really do heal,Format: Paperback,"This was probably the best book I have read when it comes to creating medicinal foods. While drinking teas, infusions or decoctions is fine, Rosalee shares exciting recipes to eat, drink and truely savor a variety of herbs. A real treasure written with passion and inspiration.",,1
1268,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Four Stars,Format: Paperback,TY :),,1
1269,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"This book is incredible. The information is easy to understand, in depth, and has beautiful illustrations!!",Format: Paperback,Wow!,,1
1270,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Perfect,Format: Paperback,Rosalee has consistently provided accurate information and education. This book has made it to me in excellent condition and as perfectly written as I had hoped!,,1
1271,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Amazing!,Format: Paperback,This is an absolutely beautiful book! The recipes are wonderful and easy to follow. The information and descriptions are very detailed. This will be my new favorite book!,,1
1272,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This needs to be in your healing food kitchen medicine library!,,1
1273,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Awesome book that will transform your life if you let it.,,1
1275,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Amazing book,,1
1276,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Alchemy of Herbs,Format: Paperback,"What a wonderful book! Pictures are beautiful, information is concise, explicit, simple to understand. Loving all aspects of this!",,1
1277,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book,Format: Paperback,I love this book because it has so much information to help in my health.,,1
1278,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Foods and remedies that really do heal,Format: Paperback,"This was probably the best book I have read when it comes to creating medicinal foods. While drinking teas, infusions or decoctions is fine, Rosalee shares exciting recipes to eat, drink and truely savor a variety of herbs. A real treasure written with passion and inspiration.",,1
1279,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Four Stars,Format: Paperback,TY :),,1
1280,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"This book is incredible. The information is easy to understand, in depth, and has beautiful illustrations!!",Format: Paperback,Wow!,,1
1281,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Perfect,Format: Paperback,Rosalee has consistently provided accurate information and education. This book has made it to me in excellent condition and as perfectly written as I had hoped!,,1
1282,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Amazing!,Format: Paperback,This is an absolutely beautiful book! The recipes are wonderful and easy to follow. The information and descriptions are very detailed. This will be my new favorite book!,,1
1283,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This needs to be in your healing food kitchen medicine library!,,1
1284,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Awesome book that will transform your life if you let it.,,1
1286,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Amazing book,,1
1287,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Alchemy of Herbs,Format: Paperback,"What a wonderful book! Pictures are beautiful, information is concise, explicit, simple to understand. Loving all aspects of this!",,1
1288,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book,Format: Paperback,I love this book because it has so much information to help in my health.,,1
1289,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Foods and remedies that really do heal,Format: Paperback,"This was probably the best book I have read when it comes to creating medicinal foods. While drinking teas, infusions or decoctions is fine, Rosalee shares exciting recipes to eat, drink and truely savor a variety of herbs. A real treasure written with passion and inspiration.",,1
1290,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Four Stars,Format: Paperback,TY :),,1
1291,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"This book is incredible. The information is easy to understand, in depth, and has beautiful illustrations!!",Format: Paperback,Wow!,,1
1292,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Perfect,Format: Paperback,Rosalee has consistently provided accurate information and education. This book has made it to me in excellent condition and as perfectly written as I had hoped!,,1
1293,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Amazing!,Format: Paperback,This is an absolutely beautiful book! The recipes are wonderful and easy to follow. The information and descriptions are very detailed. This will be my new favorite book!,,1
1294,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This needs to be in your healing food kitchen medicine library!,,1
